score,review
1,"최악의 순살 치킨을 먹었습니다. 아이가 배고프다고 해서 일찍 주문 포장해서 왔는데, 치킨은 혼자서 한마리를 먹는 아이가 반도 안먹고 남겼네요. 순살인데 살은 없고 딱딱한 튀김과 껍데기때문에 제가 먹다가 입안이 헐었네요! 일찍 주문해서 어제 남은거 다시 튀겨 준 느낌 밖에 없습니다!!! 동네 장사 이렇게 하시면 안됩니다! 실망스럽습니다!!!"
5,13번째 주문 허니콤보는 무조건 여기
5,
5,
1,교촌오리지날 먹었는데  여태 먹은 교촌 중 가장 맛이 없었음  그냥 헬스할때 먹는 닭가슴살이 훨 맛있을 정도로 맛이 없었음 교촌은 다 맛있다고 생각했지만 여기가 그 이미지를 깨네
5,"평점이 안좋아서 가기좀 꺼려졌지만 막상 가보니 남자 알바분(?) 되게 친절하시고, 치킨도 15분만에 나왔어요! 맛도 훌륭했고요 ㅎㅎ (저는 4시쯤 한가할때 갔습니다)"
1,기본 30분대기하고 음식받을준비하고 가세요. 반반윙봉시켰는데 왜 레드윙 후라이드로 반반이 온건지.. 레드윙 ㅂㄹ 인데
1,매장 방문 개비추 손님이 와도 메뉴판도 안가져다주고 음식 나오기까지 30분 이상 대기함 여자 알바생 서비스직인데 불친절하고  알바생 친구들이 손님으로와서 정신사납게 떠들고 역시 어느 매장이던 사장이 지키고서있어야함
1,완전 불친절....여자 알바생 싸우자고 덤비고ㅋㅋㅋㅋ
5,새로 리모델링 되면서 아주좋아졌습니다 :)
1,튀김상태 최악
1,짜증난다 이렇게 배짱장사 하는데 그래도 배달이 밀릴정도로 잘된다니
1,정말 최악이에요 주문시간 40-50분 걸린다고 했는데 1시간30분 만에 치킨이 오네요. 그것도 다 식어서 차가워진 치킨으로요. 치킨이 다식어서 다시 배달 해달라고 요청하니깐 사장님이 바빠서 안된다고 환불해주고 치킨 회수해 가신다고 하네요. ㅋㅋ 그렇게 바빠서 차가운 치킨 배달하실거면 처음부터 배달을 받지 말았어야 하는거 아닌가요? 2시간 가량 기다려서 먹으...
1,서비스 마인드가 별로.... 닭강정도 철판에 있는거 주는데 많이 식어있음 ㅋㅋㅋㅋ 사장님 이 글 보실지 모르겠지만 요즘 그렇게 장사하시면 금방 망해요
1,"맛은 있습니다. 적당히 매콤 달갈하고 부드러운 살도 많고, 튀김 두께도 적당합니다. 저녁 9시 10분쯤 방문하여 철판에 남아있는 치킨을 보고, 이게 얼마정도 하냐고 하니까 사장님(알바생)? 그양이 만오천원이라고 했습니다. 둘이 간단히 먹을거리 만원 어치 달라고 하였는데, 판에 있는걸 전부 줘도 통이 남드라구요.(만오천원어치 달라고 했으면 그 양 그대로 주려..."
5,맛있어요 감자튀김도 굳
5,친절하고 맛있어요 지점도 크고
5,역대급 치킨 엄청 뜨겁게 나오고 겉바속촉!! 생맥주는 또 왜이렇게 맛있나요...
5,가본 깐부 중 최고에요!! 닭이 엄청 신선해요.  다만 기계식 주차장 관리인 너무 싸가지 없으세요. 주차가 아쉽습니다. 
5,크리스피치킨도 바삭바삭 맛있고 치즈볼도.. 다 맛있었어요!!
5,친절하시고 치킨도 제일 맛있어요....
5,친절하시고 치킨도 맛있음
4,
1,"포장하러갔다가  설거지하던 고무장갑낀채로 생닭을 그냥 집어들고 튀기는거 보고 입맛 뚝 떨어짐,,"
5,"짭짤, 빠삭, 꼬소한거 좋아하시면 무줙건 양아들 후라이드 뼈로 드세요 진짜 맛있음,,, 뼈 귀찮아서 안 먹는 사람인데 여기 치킨은 뼈까지 씹어먹는편ㅎㅎ 플러스는 겉바속촉인 느낌이에요 촉촉한거 좋아하시면 좋아하실듯 카레향 좋아하시고 야들한거 좋아하시면 순살로 드시고 순살 양념은 뭐든 맛있네요 사이드 튀김류도 다 넘넘 맛나요 채고"
5,살이 유난히 야들야들해서 너무 맛있어요 ㅎㅎㅎ
4,테이크아웃 저렴하고 좋아요 닭 염지는 개인적으로 좀 짭짤한편이네요
5,"같이 나온 간장치킨도 맛있었지만, 순살 후라이드쪽이 압도적으로 맛있었어유. 카레가루가 살짝 들어간 늬낌...?"
4,맛있는데 매장 내 환기가 잘 안됨
2,여직원분 불친절함
3,바삭함은 있지만 이상하게 느끼함 취킨을 남겨보긴 처음이네요 
3,먹고 배탈났어요ㅜ 치킨은 맛있었는데 아쉽네요ㅜ
5,
4,골뱅이무침 최강^^ 
4,크리스피 치킨 맛있어요!!
2,
5,고추마요 드세요!! 고소 달콤 매콤 다들어있습니다  
5,카톡 쿠폰도 친절하게 받아주십니다:) 완전 좋아요
